pert_iname,smiles
ABT-702,Nc1ncnc2nc(cc(-c3cccc(Br)c3)c12)-c1ccc(nc1)N1CCOCC1
ABT-724,C(N1CCN(CC1)c1ccccn1)c1nc2ccccc2[nH]1
ABT-737,CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1
ABT-751,COc1ccc(cc1)S(=O)(=O)Nc1cccnc1Nc1ccc(O)cc1
ABX-1431,FC(F)(F)C(OC(=O)N1CCN(Cc2ccc(cc2N2CCCC2)C(F)(F)F)CC1)C(F)(F)F
ABX464,FC(F)(F)Oc1ccc(Nc2ccc3cccc(Cl)c3n2)cc1
AC-186,Oc1ccc(cc1)C1(CCC(F)(F)CC1)c1ccccc1F
AC-261066,CCCCOCCOc1nc(sc1C)-c1ccc(C(O)=O)c(F)c1
AC-264613,C\C(=N/NC(=O)[C@H]1[C@@H](CNC1=O)c1ccccc1)c1cccc(Br)c1
AC-55541,"C\C(=N/NC(=O)[C@@H](NC(=O)c1ccccc1)c1n[nH]c(=O)c2ccccc12)c1cccc(Br)c1 |&1:6,r|"
AC-55649,CCCCCCCCc1ccc(cc1)-c1ccc(cc1)C(O)=O
AC-710,CCN1C(C)(C)CC(CC1(C)C)Oc1ccc(nc1)C(=O)Nc1ccc(NC(=O)Nc2cc(on2)C(C)(C)C)cc1
AC-7954-(+/-),CN(C)CC[C@]1(Cc2ccccc2C(=O)O1)c1ccc(Cl)cc1 |&1:5|
AC1NDSS5,CCCCCCCCCCCCCCCCCC[S+](CCC)c1ccccc1C(=O)OCC
AC260584,CCCCC1CCN(CCCN2C(=O)COc3cc(F)ccc23)CC1
acadesine,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1N
acalabrutinib,CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(cc2)C(=O)Nc2ccccn2)c2c(N)nccn12
acalisib,C[C@H](Nc1ncnc2nc[nH]c12)c1nc2ccc(F)cc2c(=O)n1-c1ccccc1
acamprosate,CC(=O)NCCCS(O)(=O)=O
acarbose,C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O |t:37|
ACDPP,CN(C)c1nc(N)c(nc1Cl)C(=O)Nc1cccnc1
acebilustat,[H][C@]12CN(Cc3ccc(cc3)C(O)=O)[C@]([H])(CN1Cc1ccc(Oc3ccc(cc3)-c3ncco3)cc1)C2
acebutolol,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(C)=O
acecainide,CCN(CC)CCNC(=O)c1ccc(NC(C)=O)cc1
aceclidine,"CC(=O)O[C@H]1CN2CCC1CC2 |&1:4,r|"
aceclofenac,OC(=O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl
acedapsone,CC(=O)Nc1ccc(cc1)S(=O)(=O)c1ccc(NC(C)=O)cc1
acedoben,CC(=O)Nc1ccc(cc1)C(O)=O
acefylline,Cn1c2ncn(CC(O)=O)c2c(=O)n(C)c1=O
aceglutamide,CC(=O)N[C@@H](CCC(N)=O)C(O)=O
acelarin,"C[C@H](N[P@@](=O)(OC[C@H]1O[C@@H](n2ccc(N)nc2=O)C(F)(F)[C@@H]1O)Oc1ccccc1)C(=O)OCc1ccccc1 |a:1,7,9,21,&1:3|"
acemetacin,COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(=O)OCC(O)=O)c2c1
aceneuramic-acid,CC(=O)N[C@@H]1[C@@H](O)C[C@](O)(O[C@H]1[C@H](O)[C@H](O)CO)C(O)=O
acenocoumarol,"CC(=O)C[C@@H](c1ccc(cc1)[N+]([O-])=O)c1c(O)c2ccccc2oc1=O |&1:4,r|"
acepromazine,CN(C)CCCN1c2ccccc2Sc2ccc(cc12)C(C)=O
acesulfame-potassium,CC1=CC(=O)NS(=O)(=O)O1 |t:1|
acetanilide,CC(=O)Nc1ccccc1
acetarsol,CC(=O)Nc1cc(ccc1O)[As](O)(O)=O
acetazolamide,CC(=O)Nc1nnc(s1)S(N)(=O)=O
acetohexamide,CC(=O)c1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1
acetohydroxamic-acid,CC(=O)NO
acetophenazine,CC(=O)c1ccc2Sc3ccccc3N(CCCN3CCN(CCO)CC3)c2c1
acetriazoic-acid,CC(=O)Nc1c(I)cc(I)c(C(O)=O)c1I
acetyl-11-keto-beta-boswellic-acid,"C[C@@H]1CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@H]4[C@@]5(C)CC[C@@H](OC(C)=O)[C@@](C)([C@@H]5CC[C@@]34C)C(O)=O)[C@@H]2[C@H]1C |a:1,4,8,15,19,24,29,34,35,&1:14,&2:26,c:10|"
acetyl-farnesyl-cysteine,CC(C)=CCC\C(C)=C\CC\C(C)=C\CSC[C@H](NC(C)=O)C(O)=O
acetyl-l-leucine,CC(C)C[C@H](NC(C)=O)C(O)=O
acetylcholine,CC(=O)OCC[N+](C)(C)C
acetylcysteine,CC(=O)N[C@@H](CS)C(O)=O
acetylsalicylsalicylic-acid,CC(=O)Oc1ccccc1C(=O)Oc1ccccc1C(O)=O
acetylspiramycin,"[H][C@@]1(C[C@@](C)(O)[C@@H](O)[C@H](C)O1)O[C@@H]1[C@@H](C)O[C@@]([H])(O[C@H]2[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@@]3([H])CC[C@@H]([C@@H](C)O3)N(C)C)\C=C\C=C\C[C@@H](C)OC(=O)C[C@@]([H])(OC(C)=O)[C@@H]2OC)[C@H](O)[C@H]1N(C)C |t:42,44|"
acexamic-acid,CC(=O)NCCCCCC(O)=O
acifran,"C[C@]1(OC(=CC1=O)C(O)=O)c1ccccc1 |&1:1,r,c:3|"
acipimox,Cc1cnc(c[n+]1[O-])C(O)=O
acitazanolast,OC(=O)C(=O)Nc1cccc(c1)-c1nn[nH]n1
acitretin,COc1cc(C)c(\C=C\C(\C)=C\C=C\C(\C)=C\C(O)=O)c(C)c1C
acivicin,N[C@H]([C@@H]1CC(Cl)=NO1)C(O)=O |c:5|
aclarubicin,CC[C@@]1(O)C[C@H](O[C@H]2C[C@@H]([C@H](O[C@H]3C[C@H](O)[C@H](O[C@H]4CCC(=O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)N(C)C)c2c(O)c3C(=O)c4c(O)cccc4C(=O)c3cc2[C@H]1C(=O)OC
aclidinium,OC(C(=O)O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)(c1cccs1)c1cccs1
acolbifene,CC1=C([C@@H](Oc2cc(O)ccc12)c1ccc(OCCN2CCCCC2)cc1)c1ccc(O)cc1 |t:1|
acoziborole,CC1(C)OB(O)c2cc(NC(=O)c3ccc(F)cc3C(F)(F)F)ccc12
ACPC,NC1(CC1)C(O)=O
acriflavine,Nc1ccc2cc3ccc(N)cc3nc2c1.C[n+]1c2cc(N)ccc2cc2ccc(N)cc12
acriflavinium,C[n+]1c2cc(N)ccc2cc2ccc(N)cc12
acrisorcin,CCCCCCc1ccc(O)cc1O.Nc1c2ccccc2nc2ccccc12
acrivastine,Cc1ccc(cc1)C(=C/CN1CCCC1)\c1cccc(\C=C\C(O)=O)n1
acrylate,[Na].OC(=O)C=C
ACT-132577,NS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1
ACT-462206,COc1ccc(cc1)S(=O)(=O)N1CCC[C@H]1C(=O)Nc1cc(C)cc(C)c1
actarit,CC(=O)Nc1ccc(CC(O)=O)cc1
ACTB-1003,COCc1c(CN2CCOCC2)n2ncnc(N)c2c1-c1ccc(NC(=O)Nc2cc(ccc2F)C(F)(F)F)c(F)c1
actinomycin-d,CC(C)[C@@H]1NC(=O)[C@@H](NC(=O)c2ccc(C)c3oc4c(C)c(=O)c(N)c(C(=O)N[C@H]5[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@@H]6CCCN6C(=O)[C@@H](NC5=O)C(C)C)c4nc23)[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@@H]2CCCN2C1=O
actinoquinol,CCOc1ccc(c2cccnc12)S(O)(=O)=O
acumapimod,Cc1ccc(cc1-n1ncc(C(=O)c2cccc(c2)C#N)c1N)C(=O)NC1CC1
ACY-1215,ONC(=O)CCCCCCNC(=O)c1cnc(nc1)N(c1ccccc1)c1ccccc1
acyclovir,Nc1nc(=O)c2ncn(COCCO)c2[nH]1
AD-5467,"CC(C)[C@H]1Oc2c(cccc2N(CC(O)=O)C1=S)C(C)C |&1:3,r|"
adapalene,COc1ccc(cc1C12CC3CC(CC(C3)C1)C2)-c1ccc2cc(ccc2c1)C(O)=O
adaprev,"O[C@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H]1O |a:3,10,12,14,&1:1|"
adaptavir,C[C@@H](O)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@@H](C)N)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)C(N)=O
adarotene,OC(=O)\C=C\c1ccc(cc1)-c1ccc(O)c(c1)C12CC3CC(CC(C3)C1)C2
adatanserin,O=C(NCCN1CCN(CC1)c1ncccn1)C12CC3CC(CC(C3)C1)C2
adavivint,CC(C)CC(=O)Nc1cncc(c1)-c1ccc2[nH]nc(-c3nc4cncc(-c5cccc(F)c5)c4[nH]3)c2c1
ADD-233089,Clc1ccc(cc1)-n1cc([nH]c1=O)N1CCOCC1
adefovir,Nc1ncnc2n(CCOCP(O)(O)=O)cnc12
adefovir-dipivoxil,CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc12)OCOC(=O)C(C)(C)C
adelmidrol,OCCNC(=O)CCCCCCCC(=O)NCCO
ademetionine,C[S+](CC[C@H](N)C(O)=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12
adenine,Nc1ncnc2nc[nH]c12
adenosine,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
adenosine-phosphate,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O
adenosine-triphosphate,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O
adiphenine,CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1
adipic-acid,OC(=O)CCCCC(O)=O
adiporon,O=C(COc1ccc(cc1)C(=O)c1ccccc1)NC1CCN(Cc2ccccc2)CC1
ADL5859,CCN(CC)C(=O)c1ccc(cc1)C1=CC2(CCNCC2)Oc2cccc(O)c12 |t:14|
adomeglivant,Cc1cc(O[C@@H](CCC(F)(F)F)c2ccc(cc2)C(=O)NCCC(O)=O)cc(C)c1-c1ccc(cc1)C(C)(C)C
adoprazine,Fc1ccc(cc1)-c1cncc(CN2CCN(CC2)c2cccc3OCCOc23)c1
adrafinil,ONC(=O)C[S@@](=O)C(c1ccccc1)c1ccccc1 |r|
adrenalone,CNCC(=O)c1ccc(O)c(O)c1
adrenosterone,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CCC2=O |t:9|
ADX-10059,Cc1cc(C)c(N)c(n1)C#Cc1cccc(F)c1
ADX-47273,Fc1ccc(cc1)C(=O)N1CCC[C@@H](C1)c1nc(no1)-c1ccc(F)cc1
AEE788,CCN1CCN(Cc2ccc(cc2)-c2cc3c(N[C@H](C)c4ccccc4)ncnc3[nH]2)CC1
AEG3482,NS(=O)(=O)c1nn2cc(nc2s1)-c1ccccc1
AF38469,Cc1cccc(NC(=O)c2ccc(cc2C(O)=O)C(F)(F)F)n1
afalanine,CC(=O)N[C@@H](Cc1ccccc1)C(O)=O
afamelanotide,CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(N)=O
afatinib,CN(C)C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1
afimoxifene,CC\C(=C(/c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1
afloqualone,Cc1ccccc1-n1c(CF)nc2ccc(N)cc2c1=O
AFN-1252,CN(Cc1oc2ccccc2c1C)C(=O)\C=C\c1cnc2NC(=O)CCc2c1
afobazole,CCOc1ccc2nc(SCCN3CCOCC3)[nH]c2c1
AG-1024,CC(C)(C)c1cc(C=C(C#N)C#N)cc(Br)c1O
AG-14361,CN(C)Cc1ccc(cc1)-c1nc2cccc3C(=O)NCCn1c23
AG-490,Oc1ccc(\C=C(/C#N)C(=O)NCc2ccccc2)cc1O
AG-555,Oc1ccc(\C=C(/C#N)C(=O)NCCCc2ccccc2)cc1O
AG-556,Oc1ccc(\C=C(/C#N)C(=O)NCCCCc2ccccc2)cc1O
AGI-5198,"Cc1nccn1CC(=O)N([C@@H](C(=O)NC1CCCCC1)c1ccccc1C)c1cccc(F)c1 |&1:10,r|"
AGI-6780,FC(F)(F)c1cccc(NC(=O)Nc2cc(ccc2-c2ccsc2)S(=O)(=O)NC2CC2)c1
AGM-1470,"CO[C@@H]1[C@@H](CC[C@]2(CO2)[C@@H]1[C@@]1(C)O[C@@H]1CC=C(C)C)OC(=O)NC(=O)CCl |a:2,3,6,10,13,&1:9|"
agmatine,NCCCCNC(N)=N
AGN-192403,"CC(C)[C@@H]1[C@H]2CC[C@@H](C2)[C@H]1N |a:3,9,&1:4,&2:7|"
AGN-194310,CCc1ccc(cc1)C1=CC(C)(C)Sc2ccc(cc12)C#Cc1ccc(cc1)C(O)=O |t:9|
AGN-195183,CC1(C)CCC(C)(C)c2c(Cl)c(O)c(cc12)C(=O)Nc1cc(F)c(C(O)=O)c(F)c1
agomelatine,COc1ccc2cccc(CCNC(C)=O)c2c1
AGP-103,CCCCCCCCCCCCCCCCCCCCCC(O)=O
AH-7614,Cc1ccc(cc1)S(=O)(=O)NC1c2ccccc2Oc2ccccc12
AH11110,O[C@@H](COc1ccccc1-c1ccccc1)CC(=N)N1CCCCC1 |&1:1|
AH6809,CC(C)Oc1ccc2c(c1)oc1ccc(cc1c2=O)C(O)=O
AI-10-49,FC(F)(F)Oc1ccc2nc([nH]c2c1)-c1ccc(OCCOCCOc2ccc(nc2)-c2nc3ccc(OC(F)(F)F)cc3[nH]2)cn1
AIM-100,C(Nc1ncnc2oc(c(-c3ccccc3)c12)-c1ccccc1)[C@@H]1CCCO1
AJ76-(+),CCCN[C@@H]1CCc2c(OC)cccc2[C@@H]1C
ajmaline,[H][C@]12C[C@]34[C@H](O)[C@@]1([H])[C@]1([H])C[C@]([H])(N2[C@H](O)[C@@]1([H])CC)[C@]3([H])N(C)c1ccccc41
AK-7,Brc1cccc(NC(=O)c2cccc(c2)S(=O)(=O)N2CCCCCC2)c1
AKBA,C[C@@H]1CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@@H](OC(C)=O)[C@@](C)([C@@H]5CC[C@@]34C)C(O)=O)[C@@H]2[C@H]1C |c:10|
aklomide,NC(=O)c1ccc(cc1Cl)[N+]([O-])=O
AL-8697,Cc1c(F)cc(cc1-c1c(F)cn2c(nnc2c1F)C(C)(C)C)C(=O)NC1CC1
alacepril,C[C@H](CSC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(O)=O
alafosfalin,C[C@H](N)C(=O)N[C@@H](C)P(O)(O)=O
alagebrium,Cc1sc[n+](CC(=O)c2ccccc2)c1C
alanine,"C[C@@H](N)C(O)=O |&1:1,r|"
alanosine,N[C@@H](CN(O)[N+][O-])C(O)=O
alantolactone,C[C@H]1CCC[C@]2(C)C[C@H]3OC(=O)C(=C)[C@H]3C=C12 |t:16|
alaproclate,C[C@@H](N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1 |&1:1|
alarelin,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1
albendazole,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1
albendazole-oxide,CCC[S@@](=O)c1ccc2nc(NC(=O)OC)[nH]c2c1 |r|
albuterol,CC(C)(C)NC[C@@H](O)c1ccc(O)c(CO)c1 |&1:6|
alcaftadine,CN1CCC(CC1)=C1c2ncc(C=O)n2CCc2ccccc12
alclofenac,OC(=O)Cc1ccc(OCC=C)c(Cl)c1
alclometasone-dipropionate,"CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@H]3[C@H](Cl)CC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C |a:14,17,19,28,30,31,34,&1:8,&2:18,c:26,t:22|"
alcuronium,"OC\C=C1/C[N@+]2(CC=C)CC[C@@]34[C@@H]2C[C@@H]1\C1=C\N2[C@@H]5\C(=C/N([C@@H]31)c1ccccc41)[C@H]1C[C@H]3[C@@]5(CC[N@@+]3(CC=C)C\C1=C/CO)c1ccccc21 |a:5,11,12,14,29,31,32,35,&1:18,&2:22,c:21,t:17,TLB:2:3:13:11.15.22,20:19:30:35.39.40,10:11:3.4.5:13,41:40:30:18.19.32,28:11:3.4.5:13,THB:34:35:30:18.19.32,16:15:3.4.5:13,33:32:30:35.39.40,36:35:30:18.19.32,6:5:13:11.15.22,9:5:13:11.15.22,44:32:30:35.39.40|"
alda-1,Clc1cccc(Cl)c1C(=O)NCc1ccc2OCOc2c1
aldoxorubicin,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(\CO)=N\NC(=O)CCCCCN1C(=O)C=CC1=O |c:55|
alectinib,CCc1cc2C(=O)c3c([nH]c4cc(ccc34)C#N)C(C)(C)c2cc1N1CCC(CC1)N1CCOCC1
alendronate,NCCCC(O)(P(O)(O)=O)P(O)(O)=O
alexidine,"CCCC[C@H](CC)CNC(=N)N=C(N)NCCCCCCNC(N)=NC(=N)NC[C@H](CC)CCCC |&1:29,&2:4,&3:11,&4:24,w:11.10,24.24|"
alfacalcidol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C
alfadolone-acetate,CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C
alfuzosin,COc1cc2nc(nc(N)c2cc1OC)N(C)CCCNC(=O)[C@H]1CCCO1 |&1:23|
algestone-acetophenide,CC(=O)[C@@]12O[C@@](C)(O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]21C)c1ccccc1 |t:15|
alibendol,COc1cc(CC=C)cc(C(=O)NCCO)c1O
alimemazine,C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccccc12 |&3:1|
alinidine,Clc1cccc(Cl)c1N(CC=C)C1=NCCN1 |t:13|
alisertib,COc1cc(Nc2ncc3CN=C(c4cc(Cl)ccc4-c3n2)c2c(F)cccc2OC)ccc1C(O)=O |c:11|
aliskiren-hemifumarate,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(N)=O)C(C)C)ccc1OC
alisporivir,[H][C@]1(C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(CC)C(=O)[C@@H](C)N(C)C(=O)[C@H](CC)NC(=O)[C@]([H])([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@]([H])(CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C1=O)C(C)C
alizapride,"COc1cc2[nH]nnc2cc1C(=O)NC[C@H]1CCCN1CC=C |&1:15,r|"
alizarin,Oc1ccc2C(=O)c3ccccc3C(=O)c2c1O
allantoin,NC(=O)N[C@H]1NC(=O)NC1=O |r|
allicin,"C=CCS[S@@](=O)CC=C |&1:4,r|"
allopurinol,O=c1nc[nH]c2n[nH]cc12
allopurinol-riboside,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ncc2c(O)ncnc12
allopurinol-riboside,"OC[C@H]1O[C@H]([C@@H](O)[C@H]1O)n1ncc2c1[nH]cnc2=O |a:2,4,7,&1:5|"
allylestrenol,C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@H]34)[C@@H]1CC[C@@]2(O)CC=C |t:8|
allylisothiocyanate,C=CCN=C=S
allylthiourea,NC(=S)NCC=C
almitrine,Fc1ccc(cc1)C(N1CCN(CC1)c1nc(NCC=C)nc(NCC=C)n1)c1ccc(F)cc1
almorexant,CNC(=O)[C@H](N1CCc2cc(OC)c(OC)cc2[C@@H]1CCc1ccc(cc1)C(F)(F)F)c1ccccc1
almotriptan,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12
aloe-emodin,OCc1cc(O)c2C(=O)c3c(O)cccc3C(=O)c2c1
alogliptin,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O
aloin,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)[C@H]1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc12
aloperine,C1CCN2C[C@H]3C[C@H](C=C4CCCN[C@@H]34)[C@H]2C1 |t:8|
alosetron,Cc1nc[nH]c1CN1CCc2c(C1=O)c1ccccc1n2C
alovudine,Cc1cn([C@H]2C[C@H](F)[C@@H](CO)O2)c(=O)[nH]c1=O
aloxistatin,CCOC(=O)[C@H]1O[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCCC(C)C
alpelisib,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(c1)C(C)(C)C(F)(F)F
alpha-asarone,COc1cc(OC)c(\C=C\C)cc1OC
alpha-D-glucopyranose,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O
alpha-glucosyl-hesperidin,COc1ccc(cc1O)[C@@H]1CC(=O)c2c(O)cc(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)cc2O1
alpha-linolenic-acid,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O
alpha-methylhistamine-dihydrobromide-(R)-(-),C[C@@H](N)Cc1cnc[nH]1
alpha-methylhistamine-dihydrobromide-(S)-(+),C[C@H](N)Cc1cnc[nH]1
alpha-methylserotonin,C[C@@H](N)Cc1c[nH]c2ccc(O)cc12 |&1:1|
alpha-tochopherol,"CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@]1(C)CCc2c(C)c(O)c(C)c(C)c2O1 |&1:6,&2:11,&3:16,r|"
alpha-tochopheryl-acetate,"CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@]1(C)CCc2c(C)c(OC(C)=O)c(C)c(C)c2O1 |&1:6,&2:11,&3:16,r|"
alpidem,CCCN(CCC)C(=O)Cc1c(nc2ccc(Cl)cn12)-c1ccc(Cl)cc1
alprenolol,"CC(C)NC[C@@H](O)COc1ccccc1CC=C |&1:5,r|"
alprostadil,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O
alrestatin,OC(=O)CN1C(=O)c2cccc3cccc(C1=O)c23
ALS-8112,Nc1ccn([C@@H]2O[C@@](CO)(CCl)[C@@H](O)[C@H]2F)c(=O)n1
ALS-8176,CC(C)C(=O)OC[C@@]1(CCl)O[C@H]([C@H](F)[C@@H]1OC(=O)C(C)C)n1ccc(N)nc1=O
altanserin,Fc1ccc(cc1)C(=O)C1CCN(CCn2c(=S)[nH]c3ccccc3c2=O)CC1
althiazide,"NS(=O)(=O)c1cc2c(N[C@@H](CSCC=C)NS2(=O)=O)cc1Cl |&1:9,r|"
altinicline,CN1CCC[C@H]1c1cncc(c1)C#C
altiratinib,Fc1ccc(NC(=O)C2(CC2)C(=O)Nc2cc(F)c(Oc3ccnc(NC(=O)C4CC4)c3)cc2F)cc1
altrenogest,"C[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC=C |c:2,4,10|"
altretamine,CN(C)c1nc(nc(n1)N(C)C)N(C)C
alverine,CCN(CCCc1ccccc1)CCCc1ccccc1
alvespimycin,"CO[C@H]1C[C@H](C)CC2=C(NCCN(C)C)C(=O)C=C(NC(=O)\C(C)=C\C=C/[C@H](OC)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1O)C2=O |c:7,25,t:17,23,36|"
alvimopan,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(O)=O)CC[C@@]1(C)c1cccc(O)c1
alvocidib,CN1CC[C@@H]([C@H](O)C1)c1c(O)cc(O)c2c1oc(cc2=O)-c1ccccc1Cl
ALX-40-4C,CC(=O)N[C@H](CCCNC(N)=N)C(=O)N[C@H](CCCNC(N)=N)C(=O)N[C@H](CCCNC(N)=N)C(=O)N[C@H](CCCNC(N)=N)C(=O)N[C@H](CCCNC(N)=N)C(=O)N[C@H](CCCNC(N)=N)C(=O)N[C@H](CCCNC(N)=N)C(=O)N[C@H](CCCNC(N)=N)C(=O)N[C@H](CCCNC(N)=N)C(N)=O
ALX-5407,CN(CC[C@@H](Oc1ccc(cc1)-c1ccccc1)c1ccc(F)cc1)CC(O)=O
AM-1241,"CN1CCCC[C@@H]1Cn1cc(C(=O)c2cc(ccc2I)[N+]([O-])=O)c2ccccc12 |&1:6,r|"
AM-24,Oc1c(I)cc(I)cc1I
AM-251,Cc1c(nn(c1-c1ccc(I)cc1)-c1ccc(Cl)cc1Cl)C(=O)NN1CCCCC1
AM-281,Cc1c(nn(c1-c1ccc(I)cc1)-c1ccc(Cl)cc1Cl)C(=O)NN1CCOCC1
AM-404,CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)Nc1ccc(O)cc1
AM-580,CC1(C)CCC(C)(C)c2cc(ccc12)C(=O)Nc1ccc(cc1)C(O)=O
AM-630,COc1ccc(cc1)C(=O)c1c(C)n(CCN2CCOCC2)c2cc(I)ccc12
AM-92016,CN(CCc1ccc(Cl)c(Cl)c1)C[C@@H](O)COc1ccc(NS(C)(=O)=O)cc1 |&1:13|
